# MC Simulations of 2D Ising Model from Random and Ferromagnetic Initial Condition 
# L = 128, Beta = 1.00
# t ener_rand mag_rand ener_ferr mag_ferr
903 -1.946289062500e+00 +3.261718750000e-01 -1.997558593750e+00 +9.993896484375e-01
904 -1.947265625000e+00 +3.277587890625e-01 -1.997558593750e+00 +9.993896484375e-01
905 -1.948486328125e+00 +3.299560546875e-01 -1.997558593750e+00 +9.993896484375e-01
906 -1.946044921875e+00 +3.266601562500e-01 -1.997558593750e+00 +9.993896484375e-01
907 -1.945068359375e+00 +3.233642578125e-01 -1.998535156250e+00 +9.996337890625e-01
908 -1.944335937500e+00 +3.254394531250e-01 -1.998779296875e+00 +9.996337890625e-01
909 -1.946044921875e+00 +3.244628906250e-01 -1.998046875000e+00 +9.995117187500e-01
910 -1.945312500000e+00 +3.272705078125e-01 -1.997070312500e+00 +9.992675781250e-01
911 -1.946289062500e+00 +3.302001953125e-01 -1.996093750000e+00 +9.990234375000e-01
912 -1.945068359375e+00 +3.333740234375e-01 -1.994140625000e+00 +9.985351562500e-01
913 -1.947509765625e+00 +3.354492187500e-01 -1.994140625000e+00 +9.985351562500e-01
914 -1.945800781250e+00 +3.354492187500e-01 -1.997070312500e+00 +9.992675781250e-01
915 -1.946533203125e+00 +3.353271484375e-01 -1.998535156250e+00 +9.996337890625e-01
916 -1.947265625000e+00 +3.355712890625e-01 -1.997558593750e+00 +9.993896484375e-01
917 -1.946044921875e+00 +3.366699218750e-01 -1.999023437500e+00 +9.997558593750e-01
918 -1.948486328125e+00 +3.386230468750e-01 -1.998291015625e+00 +9.995117187500e-01
919 -1.948486328125e+00 +3.381347656250e-01 -1.996826171875e+00 +9.991455078125e-01
920 -1.947509765625e+00 +3.381347656250e-01 -1.997070312500e+00 +9.992675781250e-01
921 -1.947753906250e+00 +3.385009765625e-01 -1.998046875000e+00 +9.995117187500e-01
922 -1.945800781250e+00 +3.395996093750e-01 -1.998046875000e+00 +9.995117187500e-01
923 -1.947265625000e+00 +3.419189453125e-01 -1.997558593750e+00 +9.993896484375e-01
924 -1.946533203125e+00 +3.470458984375e-01 -1.997070312500e+00 +9.992675781250e-01
925 -1.948486328125e+00 +3.468017578125e-01 -1.996093750000e+00 +9.990234375000e-01
926 -1.946777343750e+00 +3.518066406250e-01 -1.998535156250e+00 +9.996337890625e-01
927 -1.947265625000e+00 +3.510742187500e-01 -1.999023437500e+00 +9.997558593750e-01
928 -1.948486328125e+00 +3.488769531250e-01 -1.994628906250e+00 +9.985351562500e-01
929 -1.947998046875e+00 +3.513183593750e-01 -1.995117187500e+00 +9.987792968750e-01
930 -1.947509765625e+00 +3.558349609375e-01 -1.997070312500e+00 +9.992675781250e-01
931 -1.946289062500e+00 +3.522949218750e-01 -1.997558593750e+00 +9.993896484375e-01
932 -1.947753906250e+00 +3.504638671875e-01 -1.999023437500e+00 +9.997558593750e-01
933 -1.945312500000e+00 +3.494873046875e-01 -1.998046875000e+00 +9.995117187500e-01
934 -1.948974609375e+00 +3.502197265625e-01 -1.998046875000e+00 +9.995117187500e-01
935 -1.947021484375e+00 +3.492431640625e-01 -1.997558593750e+00 +9.993896484375e-01
936 -1.945312500000e+00 +3.479003906250e-01 -1.996582031250e+00 +9.991455078125e-01
937 -1.946533203125e+00 +3.500976562500e-01 -1.996093750000e+00 +9.990234375000e-01
938 -1.949707031250e+00 +3.537597656250e-01 -1.998535156250e+00 +9.996337890625e-01
939 -1.950927734375e+00 +3.538818359375e-01 -1.996826171875e+00 +9.991455078125e-01
940 -1.948974609375e+00 +3.521728515625e-01 -1.996582031250e+00 +9.991455078125e-01
941 -1.949707031250e+00 +3.498535156250e-01 -1.997070312500e+00 +9.992675781250e-01
942 -1.948486328125e+00 +3.509521484375e-01 -1.999023437500e+00 +9.997558593750e-01
943 -1.948974609375e+00 +3.525390625000e-01 -1.997314453125e+00 +9.992675781250e-01
944 -1.949462890625e+00 +3.525390625000e-01 -1.997070312500e+00 +9.992675781250e-01
945 -1.951171875000e+00 +3.541259765625e-01 -1.997558593750e+00 +9.993896484375e-01
946 -1.951904296875e+00 +3.538818359375e-01 -1.997558593750e+00 +9.993896484375e-01
947 -1.951416015625e+00 +3.541259765625e-01 -1.996582031250e+00 +9.991455078125e-01
948 -1.949951171875e+00 +3.559570312500e-01 -1.997070312500e+00 +9.992675781250e-01
949 -1.949462890625e+00 +3.551025390625e-01 -1.995849609375e+00 +9.989013671875e-01
950 -1.950439453125e+00 +3.580322265625e-01 -1.996093750000e+00 +9.990234375000e-01
951 -1.948974609375e+00 +3.591308593750e-01 -1.996337890625e+00 +9.990234375000e-01
952 -1.947021484375e+00 +3.602294921875e-01 -1.996582031250e+00 +9.991455078125e-01
953 -1.947021484375e+00 +3.593750000000e-01 -1.995605468750e+00 +9.989013671875e-01
954 -1.950195312500e+00 +3.593750000000e-01 -1.998046875000e+00 +9.995117187500e-01
955 -1.953125000000e+00 +3.615722656250e-01 -1.998046875000e+00 +9.995117187500e-01
956 -1.951660156250e+00 +3.596191406250e-01 -1.998046875000e+00 +9.995117187500e-01
957 -1.952148437500e+00 +3.594970703125e-01 -1.997558593750e+00 +9.993896484375e-01
958 -1.951660156250e+00 +3.599853515625e-01 -1.997314453125e+00 +9.992675781250e-01
959 -1.950927734375e+00 +3.588867187500e-01 -1.998535156250e+00 +9.996337890625e-01
960 -1.950927734375e+00 +3.579101562500e-01 -1.998046875000e+00 +9.995117187500e-01
961 -1.950927734375e+00 +3.563232421875e-01 -1.997070312500e+00 +9.992675781250e-01
962 -1.950195312500e+00 +3.563232421875e-01 -1.997070312500e+00 +9.992675781250e-01
963 -1.950439453125e+00 +3.568115234375e-01 -1.996826171875e+00 +9.991455078125e-01
964 -1.950927734375e+00 +3.569335937500e-01 -1.995361328125e+00 +9.987792968750e-01
965 -1.947998046875e+00 +3.568115234375e-01 -1.997558593750e+00 +9.993896484375e-01
966 -1.951660156250e+00 +3.574218750000e-01 -1.998046875000e+00 +9.995117187500e-01
967 -1.947265625000e+00 +3.562011718750e-01 -1.997558593750e+00 +9.993896484375e-01
968 -1.948486328125e+00 +3.559570312500e-01 -1.998535156250e+00 +9.996337890625e-01
969 -1.948730468750e+00 +3.558349609375e-01 -1.995605468750e+00 +9.989013671875e-01
970 -1.951171875000e+00 +3.553466796875e-01 -1.995849609375e+00 +9.989013671875e-01
971 -1.951660156250e+00 +3.565673828125e-01 -1.995117187500e+00 +9.986572265625e-01
972 -1.950927734375e+00 +3.549804687500e-01 -1.998535156250e+00 +9.996337890625e-01
973 -1.950683593750e+00 +3.521728515625e-01 -1.998046875000e+00 +9.995117187500e-01
974 -1.948730468750e+00 +3.548583984375e-01 -1.994140625000e+00 +9.985351562500e-01
975 -1.948974609375e+00 +3.547363281250e-01 -1.995117187500e+00 +9.987792968750e-01
976 -1.949218750000e+00 +3.546142578125e-01 -1.994384765625e+00 +9.985351562500e-01
977 -1.950439453125e+00 +3.541259765625e-01 -1.994628906250e+00 +9.985351562500e-01
978 -1.949218750000e+00 +3.566894531250e-01 -1.995117187500e+00 +9.987792968750e-01
979 -1.950683593750e+00 +3.574218750000e-01 -1.996826171875e+00 +9.991455078125e-01
980 -1.951904296875e+00 +3.580322265625e-01 -1.997558593750e+00 +9.993896484375e-01
981 -1.952148437500e+00 +3.582763671875e-01 -1.994873046875e+00 +9.986572265625e-01
982 -1.951904296875e+00 +3.565673828125e-01 -1.997070312500e+00 +9.992675781250e-01
983 -1.951660156250e+00 +3.565673828125e-01 -1.997558593750e+00 +9.993896484375e-01
984 -1.950683593750e+00 +3.570556640625e-01 -1.995605468750e+00 +9.989013671875e-01
985 -1.947021484375e+00 +3.535156250000e-01 -1.995849609375e+00 +9.989013671875e-01
986 -1.945800781250e+00 +3.529052734375e-01 -1.995117187500e+00 +9.987792968750e-01
987 -1.950683593750e+00 +3.562011718750e-01 -1.996093750000e+00 +9.990234375000e-01
988 -1.947021484375e+00 +3.541259765625e-01 -1.998046875000e+00 +9.995117187500e-01
989 -1.951416015625e+00 +3.536376953125e-01 -1.997070312500e+00 +9.992675781250e-01
990 -1.950195312500e+00 +3.531494140625e-01 -1.998535156250e+00 +9.996337890625e-01
991 -1.949462890625e+00 +3.533935546875e-01 -1.996582031250e+00 +9.990234375000e-01
992 -1.949951171875e+00 +3.533935546875e-01 -1.996826171875e+00 +9.991455078125e-01
993 -1.948730468750e+00 +3.508300781250e-01 -1.996093750000e+00 +9.990234375000e-01
994 -1.949707031250e+00 +3.487548828125e-01 -1.995605468750e+00 +9.989013671875e-01
995 -1.948730468750e+00 +3.503417968750e-01 -1.995605468750e+00 +9.989013671875e-01
996 -1.948486328125e+00 +3.496093750000e-01 -1.995849609375e+00 +9.989013671875e-01
997 -1.948730468750e+00 +3.477783203125e-01 -1.996826171875e+00 +9.991455078125e-01
998 -1.947021484375e+00 +3.470458984375e-01 -1.994628906250e+00 +9.986572265625e-01
999 -1.948486328125e+00 +3.470458984375e-01 -1.996582031250e+00 +9.991455078125e-01
1000 -1.949218750000e+00 +3.474121093750e-01 -1.996582031250e+00 +9.991455078125e-01
